,Name,Street,City,Location,status,sic
441828,GROSVENOR DRY CLEANERS AND LAUNDERETTE LTD,"16 EASTBURY GROVE, CHISWICK",LONDON,W42JZ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
442431,GROVE CLEANERS LIMITED,"124 MIDDLETON ROAD, ",MORDEN,SM46RW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
445319,GULF PEARL LIMITED,"68 WESTBOURNE GROVE, LONDON",LONDON,W25SH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
446978,H & A DRY CLEANERS LTD,"193 NORTH END ROAD, ",LONDON,W149NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
447266,H & S DRY CLEANERS OF OAKWOOD LIMITED,"205 BRAMLEY ROAD, OAKWOOD",LONDON,N144XB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
447664,H P CLEANERS LIMITED,"4 QUEX ROAD, ",LONDON,NW64PJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
448232,H.A & H LIMITED,"35 VAN DYCK AVENUE, NEW MALDEN",LONDON,KT35NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
448421,H.JOHNS LIMITED,"APEX HOUSE, GRAND ARCADE",TALLY HO CORNER,N120EH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
448548,H.S. CLEANING LIMITED,"257A CROYDON ROAD, ",BECKENHAM,BR33PS,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
449399,HACKNEY TWO ZERO SEVEN LIMITED,"PASSER CHEVERN & CO, 5 SPRING VILLA ROAD",EDGWARE,HA87EB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
449881,HAGGAS INTERIORS LIMITED,"12 CANADA GARDENS, ",LONDON,SE136PN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
452896,HAMPTON DRY CLEANER LTD,"57 OLDFIELD ROAD, ",HAMPTON,TW122HP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
456151,HARIS ASSOCIATES LTD,"57-60 ALDGATE HIGH STREET, ",LONDON,EC3N1AL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
456312,HARLEQUIN SPECIALIST DRY CLEANERS LIMITED,"296 ELGIN AVENUE, ",LONDON,W91JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
456331,HARLESDEN LAUNDRY LTD.,"12 SHEAVESHILL PARADE, SHEAVESHILL AVENUE, ",LONDON,NW96RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
456737,HARMONY DRY CLEANERS LIMITED,"86 HARROWES MEADE, ",EDGWARE,HA88RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
457678,HARROW ROAD DRY CLEANERS LIMITED,"364 FULLWELL AVENUE, ",ILFORD,IG50SD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
458330,HARVEST INVESTMENT LIMITED,"128 PINNER ROAD, ",HARROW,HA14JE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
459338,HATRICK SERVICES LIMITED,"207 BRAMLEY ROAD, OAKWOOD",LONDON,N144XA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
460995,HAYWARDS DRYCLEANERS LTD,"91 ABBOTTS PARK ROAD, ",LONDON,E106HU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
461515,HBLOOMFIELD ASSOCIATES LIMITED,"14 WILLIAM FOSTER LANE, ",WELLING,DA163AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
464133,HEATHROW DRY CLEANERS LIMITED,"3 BASSETT GARDENS, OSTERLEY",ISLEWORTH,TW74QZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
464260,HEATHWAY DRY CLEANERS LIMITED,"293 GREEN LANES, PALMERS GREEN",LONDON,N134XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
464264,HEATHWAY SHOE REPAIRS & KEY CUTTING LTD,"293 GREEN LANES, ",LONDON,N134XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
464362,HEAVEN DRYCLEANERS LIMITED,"7 WESTMORELAND HOUSE CUMBERLAND PARK, SCRUBS LANE",LONDON,NW106RE,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
464375,HEAVEN PROFESSIONAL DRYCLEANERS LIMITED,"1-2 NORTH END PARADE, ",LONDON,W140SJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
466817,HENDON DRY CLEANERS LTD,"200 BRENT STREET, ",LONDON,NW41BE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
466837,HENDON TAILORING COMPANY LIMITED,"40 HOMER STREET, ",LONDON,W1H4NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
468080,HERITAGE BALHAM LIMITED,"188 MITCHAM ROAD, ",LONDON,SW179NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
468120,HERITAGE DRY CLEANERS LIMITED,"188 MITCHAM ROAD, ",LONDON,SW179NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
468141,HERITAGE GREENLANE DRYCLEANERS LTD,"24 GREEN LANE, GREEN LANE",THORNTON HEATH,CR78BB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
468251,HERITAGE STREATHAM DRYCLEANERS LTD,"130 STREATHAM HILL, ",LONDON,SW24RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
471314,HIGH TOWN LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
471404,HIGHAMS PARK DRY CLEANERS LTD,"464 LARKSHALL ROAD, ",LONDON,E49HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
471508,HIGHBURY LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
471509,HIGHBURY LAUNDRETTE LIMITED,"32 HIGHBURY PARK, ",LONDON,N52AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
471828,HIGHGATE WASH HOUSE LIMITED,"337 ARCHWAY ROAD, ",LONDON,N65AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
472375,HIK (UK) LIMITED,"36 GLEBE ROAD, ",LONDON,N32AX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
472658,HILL LAUNDERETTE LTD,"41 LAVENDER HILL, ",LONDON,SW115QW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
472880,HILLDENE LAUNDRETTE & DRY CLEANERS LTD,"12 SHEAVESHILL PARADE, SHEAVESHILL AVENUE, ",LONDON,NW96RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
474420,HITHER GREEN DRY CLEANERS LIMITED,"186 HITHER GREEN LANE, ",LONDON,SE136QB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
476996,HOLLAND PARK PROFESSIONAL DRY CLEANERS LTD,"60 PRINCEDALE ROAD, ",LONDON,W114NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
477139,HOLLOWAY DRY CLEANERS LIMITED,"330B HOLLOWAY ROAD, ",LONDON,N76NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
477430,HOLLYWOOD STAR DRY CLEANERS LIMITED,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
477609,HOLMSTALL PARADE LIMITED,"19 PARK GROVE, EDGWARE",MIDDLESEX,HA87SH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
479342,HONEST DRYCLEANERS LTD,"304 EASTCOTE LANE, ",HARROW,HA29AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
480712,HORIZON LAUNDRY SERVICES LIMITED,"157B STOKE NEWINGTON ROAD, ",LONDON,N168BP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
480959,HORNCHURCH DRY CLEANERS LIMITED,"189 STATION LANE, HORNCHURCH",ESSEX,RM126LL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
481039,HORNSEY EXPRESS DRY CLEANERS LIMITED,"100 KIMBERLEY ROAD, LONDON",LONDON,N182DN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
481061,HORNSEY ROAD LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
481940,HOTEL HOTEL LIMITED,"EIGHTH FLOOR, 6 NEW STREET SQUARE",LONDON,EC4A3AQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
484240,HR OF EAST FINCHLEY LIMITED,"LANGLEY HOUSE, PARK ROAD",EAST FINCHLEY,N28EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
484532,HRT DRY CLEANING LIMITED,"105 STANLEY ROAD, ",TEDDINGTON,TW118UD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
485819,HUDSONS (UK) LIMITED,"2 OLD COURT MEWS, 311A CHASE ROAD, SOUTHGATE",LONDON,N146JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
485822,HUDSONS DRY CLEANERS LIMITED,"2 ARCADE PARADE, 10-ELM ROAD",CHESSINGTON,KT91AB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
487327,HUREM LIMITED,"47 SPARSHOLT ROAD, ",BARKING,IG117YG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
487432,HURRICANE PARTNERS LIMITED,"201 FIELD END ROAD, ",PINNER,HA51QZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
489859,I LOVE IRONING LIMITED,"SCOTTISH PROVIDENT HOUSE, 1ST FLOOR, 76-80 COLLEGE ROAD",HARROW,HA11BQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
493207,ICON DRY CLEANING SERVICES LIMITED,"247 GRAY'S INN ROAD, LONDON",LONDON,WC1X8QZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
495877,IGS (K) LIMITED,"262 HASELBURY ROAD, ",LONDON,N99TP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
496844,ILFORD DRY CLEANERS LTD,"13 ASHGROVE ROAD, ",ILFORD,IG39XE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
497516,IMAGE OF DORKING LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
498334,IMMACULATE DRYCLEANER LIMITED,"162 GREAT SUFFOLK STREET, ",LONDON,SE11PE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
499048,IMPERIAL CARE CENTRE LTD.,"101 WANSTEAD PARK ROAD, ",ILFORD,IG13TH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
499410,IMPERIAL VENTILATION CLEANING LIMITED,"FIRTST FLOOR 427, ",LONDON,N41EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
499742,IMPRESSIONS DRY CLEAN LTD,"2 VALE PARADE, KINGSTON VALE",LONDON,SW153PS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
500150,IN DRYCLEANING LIMITED,"16 PALACE GATES ROAD, WOODGREEN",LONDON,N227BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
502545,INDUSTRA SERVICES LTD,"112 VICTORIA ROAD, RUISLIP",MIDDLESEX,HA40AL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
507335,INSIGHT INDUSTRY LIMITED,"972 EASTERN AVENUE, NEWBURY PARK",ILFORD,IG27JD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
510028,INTER CONTINENTAL DRY CLEANERS LTD,"30 LANDWARD COURT, HARROWBY STREET",LONDON,W1H5HB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
510288,INTERAIR (UK) LIMITED,"UNIT 13 AIR LINKS INDUSTRIAL ESTATE, SPITFIRE WAY",HESTON,TW59NR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
514687,INVINCIBIZ ENTERPRISES LTD,"9 ALBANY PARADE, HIGH STREET,",BRENTFORD,TW80JW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
514741,INVISIBLE WINGS LIMITED,"98 STOCKWELL ROAD, ",LONDON,SW99HR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
517056,IRON OUT SERVICES LTD,"3RD FLOOR 207, REGENT STREET",LONDON,W1B3HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
517138,IRONING DAYS LIMITED,"FOURTH FLOOR WARWICK HOUSE, 65-66 QUEEN STREET",LONDON,EC4R1EB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
517282,IRUK TRADING LIMITED,"32 FRIERN BARNET ROAD, ",LONDON,N111NA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
517992,ISIS DC LIMITED,"47 LAMBERT WALK, WEMBLEY",MIDDLESEX,HA97TR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
518989,ISTITCH LTD,"4 LYTTON ROAD, ",NEW BARNET,EN55BY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
519686,ITAL LAUNDRY LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
520855,IULDANMAR LTD,"151 CRESCENT ROAD, ",DAGENHAM,RM107HR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
520981,IVAMIK LTD,"4 MOUNTBATTEN HOUSE, ELVET AVENUE",ROMFORD,RM26JT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
522743,J BUTLER LIMITED,"25 HOLLAND ROAD, ",LONDON,E62EW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
524545,J'S EXCLUSIVE LIMITED,"ARGYLE HOUSE 3RD FLOOR, NORTHSIDE, JOEL STREET",NORTHWOOD HILLS,HA61NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
524969,J.A.C.LAUNDERETTE CO.LIMITED,"19 MONTPELIER AVENUE, ",BEXLEY,DA53AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
525224,J.F. STONE INVESTMENTS LTD,"3 CARLISLE ROAD, ",LONDON,NW90HD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
525703,J.S. UNIT LTD,"601 HIGH ROAD, LEYTONSTONE",LONDON,E114PA,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
525844,J2 UNITED LTD,"38 HIGH STREET, CHEAM",SUTTON,SM38RW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
526930,JACOMO COMMERCIAL LIMITED,"62 RODNEY GARDENS, ",PINNER,HA52RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
527656,JAI MAHARAJ LTD,"227 PRESTON ROAD, ",WEMBLEY,HA98NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
529284,JAMIN DRY LINING LIMITED,"299A BETHNAL GREEN ROAD, ",LONDON,E26AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
531771,JAYPRINA LIMITED,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
532803,JCD DRY CLEANERS & TAILORS LIMITED,"209 VICTORIA PARK ROAD, ",LONDON,E97JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
534124,JEFFREY DRY CLEANING SERVICES LTD,"SOLAR HOUSE, 282 CHASE ROAD",LONDON,N146NZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
537606,JIM`S DRY CLEANERS LIMITED,"158 LONG LANE, ",BEXLEYHEATH,DA75AQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
538481,JK BANQUETING SERVICES LIMITED,"72 WEMBLEY PARK DRIVE, ",WEMBLEY,HA98HB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
539072,JLD FENIKS LTD,"75 PORTERS AVENUE, ",DAGENHAM,RM95YT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
541251,JOELEY LAUNDERETTES LIMITED,"THE COUNTING HOUSE 247 IMPERIAL DRIVE, RAYNERS LANE",HARROW,HA27HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
543086,JOLOFE CLEANING SERVICES LIMITED,"FLAT 4 SUNDRIDGE HOUSE, BURNT ASH LANE",BROMLEY,BR15AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
543314,JONAS LAUNDRY SERVICES LTD,"19 TALBOT PLACE, CALLENDER ROAD",ERITH,DA83ET,Active,96010 - Washing and (dry-)cleaning of textile and fur products
544543,JOSTEX LTD.,"483 GREEN LANES, ",LONDON,N134BS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
544677,"JOUSEP,S TAILORING LTD","67A SHEEN LANE, ",LONDON,SW148AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
546436,JSAW LIMITED,"17 PLUMBERS ROW, UNIT 4",LONDON,E11EQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
547273,JUAN ROSES LIMITED,"6 FENTIMAN ROAD, OVAL",LONDON,SW81LF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
548473,JUNE CLEANERS LTD,"33 BELLEFIELDS ROAD, ",LONDON,SW99UH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
550020,JV CLEANING SERVICES UK LTD,"12A LYNE COURT, MEADOW BANK ROAD",LONDON,NW98LQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
551321,K M DRYCLEANERS LIMITED,"334 - 336 GOSWELL ROAD, ",LONDON,EC1V7RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
551498,K S DRYCLEANING LIMITED,"65 HAM STREET, ",RICHMOND,TW107HW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
551508,K S LAUNDRETTE LTD,"12 PLAISTOW LANE, ",BROMLEY,BR13PA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
552596,K3 EXTRA LTD,"59 SHADWELL DRIVE, ",NORTHOLT,UB56DD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
552820,KAAS TRADING LTD,"222A BURLINGTON ROAD, ",NEW MALDEN,KT34NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
552998,KACHI INTERNATIONAL SERVICES LIMITED,"FLAT 2 ROCHESTER COURT, 6 AVENUE ROAD",LONDON,SE254EL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
555097,KANEV91 LIMITED,"75 PORTERS AVENUE, ",DAGENHAM,RM95YT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
555162,KANICO LTD.,"150 EAST END ROAD, LONDON",LONDON,N20RY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
555620,KAPTAN DRY CLEANERS LIMITED,"78 MOYSER ROAD, STREATHAM",LONDON,SW166SQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
556109,KARIM LAUNDRETTE LTD,"MORRITT HOUSE, 54-60 STATION APPROACH, SOUTH RUISLIP",RUISLIP,HA46SA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
557336,KATERINA 2016 LTD,"99 NEVILLE ROAD, ",LONDON,E79QS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
557348,KATETO0330 LTD,"20 KINFAUNS ROAD, ",ILFORD,IG39QL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
557953,KAY & J SERVICES LIMITED,"69 PINE TREE CLOSE, ",HOUNSLOW,TW59TF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
559097,KCL DRY CLEANERS LTD,"116 GOLDHAWK ROAD, ",SHEPHERDS BUSH,W128HD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
561643,KENNINGTON DRY CLEANERS LIMITED,"HUNTER HOUSE, 109 SNAKES LANE WEST",WOODFORD GREEN,IG80DY,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
561644,KENNINGTON DRYCLEANERS & LAUNDRY LIMITED,"HUNTER HOUSE, 109 SNAKES LANE WEST",WOODFORD GREEN,IG80DY,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
561764,KENS DC LIMITED,"2 COPLAND CLOSE, ","WEMBLEY,",HA02EW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
561900,KENSINGTON DRY CLEANERS (UK) LTD,"570 KINGSTON ROAD, RAYNES PARK",LONDON,SW208DR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
561901,KENSINGTON DRY CLEANERS LIMITED,"156 NOTTINGHILL GATE, ",LONDON,W113QG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
562318,KENT'S DRY CLEANERS LIMITED,"C/O 174 BOUNCES ROAD, LONDON",LONDON,N98LA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
562579,KENZA CLEAN LIMITED,"14 CLAYPONDS LANE, ",BRENTFORD,TW80BL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
563351,KETI PETROVA LTD,"119A NORTHUMBERLAND PARK, ",LONDON,N170TL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
565112,KHAN DRY CLEANERS LIMITED,"9 ANGLESEA ROAD, WOOLWICH",LONDON,SE186EG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
566474,KIKKYDIVA SERVICES LIMITED,"FLAT 11, GROVE STREET",DEPTFORD,SE85RD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
567539,KINETIC DRY CLEANING SOLUTIONS LTD,"53 CANTERBURY AVENUE, ILFORD",ESSEX,IG13NE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
568240,KINGSBURY LAUNDRETTE LTD,"226 CHURCH LANE, ",LONDON,NW98SN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
568354,KINGSHILL LAUNDRY LTD,"256 KINGSHILL AVENUE, ",HAYES,UB48BZ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
569601,KIRKDALE EXPRESS LIMITED,"16 BROMLEY ROAD, ",BECKENHAM,BR35JE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
570367,KITTY NACH LTD,"68 ST. PAULS DRIVE, ",LONDON,E151JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
570518,KIZAM LIMITED,"32 NORTHEND CRESCENT, ",LONDON,W148TD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
571284,KLDC LIMITED,"296 ELGIN AVENUE, ",LONDON,W91JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
571348,KLEEN MACHINE DRYCLEANERS LIMITED,"216 HIGH ROAD, ",ROMFORD,RM66LS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
573764,KODAKLEAN LIMITED,"UNIT 6, BARKING STATION,",BARKING,IG118TU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
574572,KONI H LTD.,"18 BRITTAIN ROAD, ",DAGENHAM,RM83DB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
575376,KOSTADINOV 78 LTD,"133 BENTRY ROAD, BENTRY ROAD",DAGENHAM,RM83PL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
